text	translation	source	flag
ferries	渡轮；摆渡	both	G4-verb-sense-lost
ferry	渡船；摆渡；渡口	both	G4-verb-sense-lost
fester	溃烂；脓疮，脓疱	both	G4-verb-sense-lost
fete	祭祀；庆祝；节日；游乐会	both	G4-verb-sense-lost
fetter	束缚；羁绊；脚镣	both	G4-verb-sense-lost
feud	不和；争执；封地；（部落或家族间的）世仇	both	G4-verb-sense-lost
fever	发烧，发热；狂热	both	G4-verb-sense-lost
fevers	热（病）； 发烧； 一时的狂热； 激动不安	both	G4-verb-sense-lost
fielded	[棒球、板球等]担任外场员，担任守队队员	both	G4-verb-sense-lost
fights	战斗； 斗争； 打架； 吵架	both	G4-verb-sense-lost
figures	n. 图形，数字，外形，体型，形状，人物，塑像，图表，(冰上表演动作的)花样（figure的复数形式；v. 是重要部分，认为，演算，领会到	both	review
filch	窃取；偷窃	both	G4-verb-sense-lost
filed	申请；存档	both	G4-verb-sense-lost
filibuster	海盗；暴兵，掠夺兵；阻挠议事的议员；阻挠议事的行动	both	G4-verb-sense-lost
fill	满足；填满的量；装填物	both	G4-verb-sense-lost
filter	滤波器；[化工] 过滤器；筛选；滤光器	both	G4-verb-sense-lost
finds	发现；认为；感到；获得	both	G4-verb-sense-lost
fink	告发人，密告人；破坏及反罢工的人；乞丐	both	G4-verb-sense-lost
fire	火；火灾；炮火；炉火；热情；激情；磨难	both	G4-verb-sense-lost
firebomb	火焰炸弹（燃烧弹和凝固汽油弹的总称）	both	G4-verb-sense-lost
firebombing	火焰炸弹（燃烧弹和凝固汽油弹的总称）	both	G4-verb-sense-lost
fished	捕鱼； 钓鱼； 摸出； 掏出	both	G4-verb-sense-lost
fishes	n. 鱼；Fishes.；n. 双鱼宫	both	review
fissure	裂缝；裂沟（尤指岩石上的）	both	G4-verb-sense-lost
fist	拳，拳头；〈口〉笔迹；掌握；[印]指标参见号	both	G4-verb-sense-lost
fits	一阵；阵发；合身的衣服	both	G4-verb-sense-lost
fizz	兴奋，活力；嘶嘶声；充气饮料	both	G4-verb-sense-lost
fizzing	发嘶嘶声；有泡沫的饮料	both	G4-verb-sense-lost
flamed	（如感情）迸发； 燃烧； 变亮； 面红	both	G4-verb-sense-lost
flanking	下齿面加工；侧面攻击	both	G4-verb-sense-lost
flannel	法兰绒；法兰绒衣服；法兰绒巾	both	G4-verb-sense-lost
flap	拍打，拍打声；神经紧张；[航] 襟翼	both	G4-verb-sense-lost
flare	加剧，恶化；底部展开；（鼻孔）张开的意思；闪光，闪耀；耀斑；爆发；照明弹	both	G4-verb-sense-lost
flat	adj. 平坦的；扁平的；单调的；断然的；[音乐]降音的；气不足的；adv. 平直地；直截了当；低于标准音高地；n. 公寓；平面部分；[音乐]降半音；泄气轮胎	both	G4-verb-sense-lost
flatline	（心脑电图呈现的）平线	both	G4-verb-sense-lost
flatted	adj. 平坦的；扁平的；单调的；断然的；[音乐]降音的；气不足的；adv. 平直地；直截了当；低于标准音高地；n. 公寓；平面部分；[音乐]降半音；泄气轮胎	both	G4-verb-sense-lost
flattest	adj. 平坦的；扁平的；单调的；断然的；[音乐]降音的；气不足的；adv. 平直地；直截了当；低于标准音高地；n. 公寓；平面部分；[音乐]降半音；泄气轮胎	both	G4-verb-sense-lost
flaw	瑕疵，缺点；一阵狂风；短暂的风暴；裂缝，裂纹	both	G4-verb-sense-lost
flaws	[材] 缺陷；[力] 裂缝	both	G4-verb-sense-lost
flee	逃跑，逃走；逃避	both	G4-verb-sense-lost
fleer	狞笑； 讥笑； （做鬼脸表示轻蔑）嘲弄； 嘲笑	both	G4-verb-sense-lost
flees	逃走，逃掉； 逃离，逃避	both	G4-verb-sense-lost
fleets	舰队； 车队； 捕鱼船队； （同一机构或统一调度的）机群	both	G4-verb-sense-lost
fleshed	肉； 肉体； 果肉； 皮肤	both	G4-verb-sense-lost
fleshes	肉； 肉体； 果肉； 皮肤	both	G4-verb-sense-lost
fletching	箭羽； 箭羽的排列	both	G4-verb-sense-lost
flex	屈曲；电线；松紧带	both	G4-verb-sense-lost
flexed	[医]曲折的，屈曲	both	G4-verb-sense-lost
flicked	（尤指用手指或手快速地）轻击； （用…）轻挥； （快速地）按开关； 向…笑了一下（或瞥了一眼等）	both	G4-verb-sense-lost
flicker	闪烁；闪光；电影	both	G4-verb-sense-lost
flickers	电影制片业； （通常指灯光）闪烁，摇曳	both	G4-verb-sense-lost
flicks	（尤指用手指或手快速地）轻击； （用…）轻挥； （快速地）按开关； 向…笑了一下（或瞥了一眼等）	both	G4-verb-sense-lost
flinging	（尤指生气地）扔； 猛动（身体或身体部位）； 粗暴地（向某人）说； 气势汹汹地（对某人）说	both	G4-verb-sense-lost
flings	（尤指生气地）扔； 猛动（身体或身体部位）； 粗暴地（向某人）说； 气势汹汹地（对某人）说	both	G4-verb-sense-lost
flips	轻弹； 按（开关）； 快速翻转； 急挥	both	G4-verb-sense-lost
flirts	调情，打情骂俏	both	G4-verb-sense-lost
flits	轻快地掠过； 轻率	both	G4-verb-sense-lost
flitted	轻快地掠过； 轻率	both	G4-verb-sense-lost
float	彩车，花车；漂流物；浮舟；浮萍	both	G4-verb-sense-lost
floodlight	照明灯；泛光灯；探照灯	both	G4-verb-sense-lost
floor	地板，地面；楼层；基底；议员席	both	G4-verb-sense-lost
flopped	（指书、戏剧等）彻底失败； （因疲惫而）猛然坐下； （笨拙地、不由自主地或松弛地）移动或落下； 砸锅	both	G4-verb-sense-lost
flourish	兴旺；茂盛；挥舞；炫耀；华饰	both	G4-verb-sense-lost
flourished	兴旺；茂盛；挥舞；炫耀；华饰	both	G4-verb-sense-lost
flout	嘲笑；轻视；愚弄	both	G4-verb-sense-lost
fluff	绒毛；错误；无价值的东西	both	G4-verb-sense-lost
fluffed	（使）起毛，（使）变松； 抖松； 刷柔软（羽毛、毛皮、毛发等）	both	G4-verb-sense-lost
fluffs	（毛毯等落下的）绒毛； 未成功的尝试； 错误； 失误	both	G4-verb-sense-lost
flurry	慌张；疾风；飓风；骚动	both	G4-verb-sense-lost
flush	激动，洋溢；面红；萌芽；旺盛；奔流	both	G4-verb-sense-lost
flushing	n. 冲洗；脸红；Flushing: 弗拉兴(纽约城的一个区).	both	review
fluster	慌乱，混乱；狼狈；激动	both	G4-verb-sense-lost
flustered	慌张的；激动不安的	both	G4-verb-sense-lost
flute	长笛；【工程设计】(刀具的)出屑槽	both	G4-verb-sense-lost
flutes	长笛； 细长香槟杯（形似长笛）	both	G4-verb-sense-lost
flutters	飘动； （心）快速跳动； 振翼，拍翅膀	both	G4-verb-sense-lost
flux	[流][机] 流量；变迁；不稳定；流出	both	G4-verb-sense-lost
fluxes	[流][机] 流量；流动；涨潮；钎焊剂；[助剂] 助熔剂	both	G4-verb-sense-lost
foal	驹（尤指一岁以下的马、驴、骡）	both	G4-verb-sense-lost
foam	泡沫；水沫；灭火泡沫	both	G4-verb-sense-lost
focus	焦点；中心；清晰；焦距	both	G4-verb-sense-lost
focusses	【摄】焦点；【物】焦点；【物】焦距；聚焦	both	G4-verb-sense-lost
fog	雾；烟雾，尘雾；迷惑	both	G4-verb-sense-lost
fogs	雾； 迷惘，困惑	both	G4-verb-sense-lost
foil	箔，金属薄片；衬托，烘托；叶形片	both	G4-verb-sense-lost
folds	皱褶；折痕	both	G4-verb-sense-lost
foliate	有叶的，覆有叶的； 叶状的，叶状的	both	G4-verb-sense-lost
folio	一页，页码；对开纸；对开本的书	both	G4-verb-sense-lost
folios	对开的纸，（原稿的）一页，页码或张数	both	G4-verb-sense-lost
fooled	愚弄；戏谑；当傻瓜	both	G4-verb-sense-lost
forage	饲料；草料；搜索	both	G4-verb-sense-lost
foray	涉足，初次尝试；突袭；侵略；攻击	both	G4-verb-sense-lost
forays	突袭，袭击； 从事非本行的短暂尝试活动	both	G4-verb-sense-lost
forbid	禁止；不准；不允许；〈正式〉严禁	both	G4-verb-sense-lost
ford	浅滩；Ford：福特汽车公司	both	G4-verb-sense-lost
foreclose	阻止；排除；取消抵押品赎回权	both	G4-verb-sense-lost
foreclosed	阻止；排除；取消抵押品赎回权	both	G4-verb-sense-lost
forego	放弃；居先；在……之前	both	G4-verb-sense-lost
foreshadow	预示；成为…的前兆	both	G4-verb-sense-lost
forestall	先发制人，预先阻止；垄断，屯积；领先；占先一步	both	G4-verb-sense-lost
forested	草木丛生的	both	G4-verb-sense-lost
foretaste	先试；预示；先尝；试吃	both	G4-verb-sense-lost
forfeit	罚金；没收物；丧失的东西	both	G4-verb-sense-lost
forgets	忘记； 遗忘； 遗漏； 看漏	both	G4-verb-sense-lost
forgive	原谅；免除（债务、义务等）	both	G4-verb-sense-lost
form	形式，形状；形态，外形；方式；表格	both	G4-verb-sense-lost
formalize	使形式化；使正式；拘泥礼仪	both	G4-verb-sense-lost
fornicate	弓形的；拱状的	both	G4-verb-sense-lost
fossilized	石化的；僵化的；老化的	both	G4-verb-sense-lost
foster	培养；养育，抚育；抱（希望等）	both	G4-verb-sense-lost
fostered	培养；养育，抚育；抱（希望等）	both	G4-verb-sense-lost
fouled	污染的；拥塞；粪污的	both	G4-verb-sense-lost
foulest	恶劣的； 邪恶的； 难闻的； 下流的	both	G4-verb-sense-lost
founder	创始人；建立者；翻沙工	both	G4-verb-sense-lost
fractionate	把…分成几部分； （用分馏法等）分解（混合物）； 分级	both	G4-verb-sense-lost
fractionated	把…分成几部分； （用分馏法等）分解（混合物）； 分级； [医]分次的，分割的	both	G4-verb-sense-lost
fracture	破裂，断裂；[外科] 骨折	both	G4-verb-sense-lost
franchise	特权；公民权；经销权；管辖权	both	G4-verb-sense-lost
francisco	弗朗西斯科（男子名，等于Francis）	both	review
franked	（在信件上）盖邮资已付印记，盖免付邮资印记	both	G4-verb-sense-lost
frankenstein	n. 弗兰肯斯坦(英国女作家 W. Shelly所著同名小说中的主角)；人形怪物；作法自毙的人，被自己的创造物所毁者	both	review
franz	Ferdinand弗朗茨·斐迪南( Ferdinand的德文名)	both	review
frap	缚紧，收紧	both	G4-verb-sense-lost
fraternize	使…亲如兄弟；使…友善	both	G4-verb-sense-lost
frays	（使布、绳等）磨损，磨破	both	G4-verb-sense-lost
frazzle	磨破，破烂；疲惫状态	both	G4-verb-sense-lost
freaky	畸形的；捉摸不定的（等于freakish）	both	review
freebasing	加热精炼；加热吸用	both	G4-verb-sense-lost
french	n. 法国人；法语；adj. 法国人的；法国的；法语的；french.；vt. (从骨头)剔肉；切成细条	both	review
freshen	使清新；使新鲜；使精神焕发	both	G4-verb-sense-lost
fricassee	油焖原汁肉块；炖重汁肉丁	both	G4-verb-sense-lost
fried	adj. 炸过的；弗里德( Hermann,1864-1921，奥地利著述家、记者，曾获1911年诺贝尔和平奖）	both	review
frisk	搜身；快乐；蹦跳；快乐的时刻	both	G4-verb-sense-lost
frisked	（用手）搜（某人）的身； （动物）活蹦乱跳	both	G4-verb-sense-lost
fritter	细片；屑；带馅油炸面团	both	G4-verb-sense-lost
frizz	吱吱响声；卷发；皱缩（等于friz）	both	G4-verb-sense-lost
frock	女装；连衣裙；僧袍；罩袍	both	G4-verb-sense-lost
frost	霜；冰冻，严寒；冷淡	both	G4-verb-sense-lost
fudge	软糖；胡说；谎话	both	G4-verb-sense-lost
fudged	搪塞； 篡改； 含混其词； 回避	both	G4-verb-sense-lost
fumbles	摸索，笨拙的处理	both	G4-verb-sense-lost
fume	烟；愤怒，烦恼	both	G4-verb-sense-lost
fumed	愤怒； 大怒； 发怒； 冒烟	both	G4-verb-sense-lost
fumigate	熏制；香薰；用烟熏消毒	both	G4-verb-sense-lost
fumigated	熏制；香薰；用烟熏消毒	both	G4-verb-sense-lost
functioned	有或起作用	both	G4-verb-sense-lost
functioning	运行，运作；[计] 功能；机能；起酌（function的动名词）	both	review
funk	恐惧；怯懦；恐怖；臭味	both	G4-verb-sense-lost
funneling	[医]成漏斗形：描述膀胱底及膀胱尿道交接区	both	G4-verb-sense-lost
funnels	漏斗； （轮船，火车等的）烟囱	both	G4-verb-sense-lost
furbish	磨光；恢复；更新	both	G4-verb-sense-lost
furl	卷起，折叠；卷起之物	both	G4-verb-sense-lost
further	更远的；深一层的	both	G4-verb-sense-lost
fuses	[电] 保险丝；起爆装置；[军][矿业] 导火线	both	G4-verb-sense-lost
fuss	大惊小怪，大惊小怪的人；小题大作；忙乱	both	G4-verb-sense-lost
futz	闲混；闲荡	both	G4-verb-sense-lost
fuzzed	绒毛，轻柔的物质； 竖起来的短细的毛发	both	G4-verb-sense-lost
fv	abbr. [军] Vehicle；战斗车辆	both	review
ga	n. 镓(元素gallium的符号)；abbr. 总代理人	both	review
gab	多嘴；饶舌；爱说话唠叨	both	G4-verb-sense-lost
gads	闲逛； 游荡； 找乐子； 用铁棒刺	both	G4-verb-sense-lost
galled	使…擦痛； 擦伤； 烦扰； 侮辱	both	G4-verb-sense-lost
galls	使…擦痛； 擦伤； 烦扰； 侮辱	both	G4-verb-sense-lost
gallup	n. 盖洛普（美国新墨西哥州城市名）；n. 盖洛普(姓氏； Horace；美国统计学家；盖洛普民意测验的创始人)	both	review
gamble	赌博；冒险；打赌	both	G4-verb-sense-lost
gamed	打赌，赌输赢	both	G4-verb-sense-lost
gams	社交，联欢	both	G4-verb-sense-lost
gaped	目瞪口呆地凝视； 张开，张大	both	G4-verb-sense-lost
garb	服装；装束；打扮	both	G4-verb-sense-lost
garbed	打扮好的；穿上（特种）服装的	both	G4-verb-sense-lost
garble	断章取义；混淆；篡改	both	G4-verb-sense-lost
gargle	漱口；含漱剂，漱口剂	both	G4-verb-sense-lost
garner	v. 贮藏；收集；得到；n. 谷仓；Garner.；n. 加纳(姓氏)	both	review
garnered	获得；储存；把…储入谷仓	both	G4-verb-sense-lost
garnering	收集并（通常）贮藏（某物），取得，获得	both	G4-verb-sense-lost
garners	收集并（通常）贮藏（某物），取得，获得	both	G4-verb-sense-lost
garrote	西班牙的绞刑具，上述绞刑	both	G4-verb-sense-lost
gars	一般适应的反应	both	G4-verb-sense-lost
garter	n. 吊袜带；Garter：嘉德勋章；嘉德勋位的成员.；v. 用吊带系紧	both	review
gasses	全局二级存储服务	both	G4-verb-sense-lost
gather	聚集；衣褶；收获量	both	G4-verb-sense-lost
gears	[机] 齿轮，[机] 传动装置	both	G4-verb-sense-lost
gelled	形成胶体； 胶凝； 胶化； 成形	both	G4-verb-sense-lost
gem	宝石，珍宝； 精华；受人重视者	both	G4-verb-sense-lost
geminate	[生物] 成双的；双生的	both	G4-verb-sense-lost
generate	使形成；发生；生殖；产生物理反应	both	G4-verb-sense-lost
gentile	n. 异教徒；adj. 异教徒的；Gentile: n.；非犹太教徒；非摩门教徒；adj. 非犹太人的；非摩门教徒的	both	review
gerard	杰勒德（男子名，Gerald的异体）	both	review
giddy	人名；(英)吉迪	both	G4-verb-sense-lost
gif	可交换的图像文件	both	G4-verb-sense-lost
gift	礼物；天赋；赠品	both	G4-verb-sense-lost
gifting	馈赠；赠予	both	G4-verb-sense-lost
gifts	礼品，[贸易] 赠品；礼物；天赋	both	G4-verb-sense-lost
gigged	演奏会； 演唱会； 特约演奏或演唱； 爵士乐演奏会的安排	both	G4-verb-sense-lost
gill	鳃；菌褶；（山谷中的）沟壑，峡流；及耳（容量单位）	both	G4-verb-sense-lost
gimmick	暗机关；骗人的玩意；花招	both	G4-verb-sense-lost
gimp	瘸子；花边；绒丝带	both	G4-verb-sense-lost
gina	n. 吉娜(Regina；Angelina等的昵称)；abbr. 全球哮喘防治创议	both	review
ginger	姜；姜黄色；精力；有姜味	both	G4-verb-sense-lost
gingered	姜；姜黄色；精力；有姜味	both	G4-verb-sense-lost
